name,id,genre,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Crash My Car,0X5mtNbqxbiTYkwj0CQc2f,alt-rock,COIN,71.0,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,2
My Hero,4dVbhS6OiYvFikshyaQaCN,alt-rock,Foo Fighters,73.0,0.398,0.927,9,-4.212,1,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,2
Seventeen Going Under,1Dp7ASSZVVOPJ85VdLpjOX,alt-rock,Sam Fender,78.0,0.477,0.873,1,-4.946,1,0.0355,0.00471,0.00589,0.0813,0.611,161.948,2
In Too Deep,1HNE2PX70ztbEl6MLxrpNL,alt-rock,Sum 41,76.0,0.568,0.844,9,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046,1
The Man Who Sold The World,15VRO9CQwMpbqUYA7e6Hwg,alt-rock,Nirvana,77.0,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,3
Cold,6ZxrUCaynLgKSUudACOTwj,alt-rock,Crossfade,70.0,0.451,0.815,2,-5.55,0,0.0368,6.06e-05,0.0,0.27,0.618,147.974,3
Today - 2011 Remaster,0u5aO1GYsIhAWCPuXdwnak,alt-rock,The Smashing Pumpkins,67.0,0.456,0.826,8,-7.611,1,0.0268,3.35e-05,0.57,0.0548,0.415,82.539,5
Wish I Knew You,2EWpa5XnAuSn0sIkSSIhYk,alt-rock,The Revivalists,71.0,0.649,0.718,0,-6.593,0,0.0261,0.142,0.0713,0.124,0.718,101.034,3
Reflections,2xql0pid3EUwW38AsywxhV,alt-rock,The Neighbourhood,77.0,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,3
Fat Lip,4KacUpvbA3Mfo05gttTjhN,alt-rock,Sum 41,75.0,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,2
Crazy Bitch,5XfQTbialQHn9PhDb0p85H,alt-rock,Buckcherry,70.0,0.661,0.978,1,-3.064,0,0.107,0.0247,0.0,0.0856,0.592,98.019,3
Oceans (Where Feet May Fail),5Mw9bXG1dLNhbjofkVS2oR,alt-rock,Hillsong UNITED,69.0,0.262,0.361,2,-10.187,1,0.0333,0.508,0.00268,0.108,0.056,126.786,4
Porn Star Dancing,3Q8zopc4ABXhysDb1sgLVW,alt-rock,My Darkest Days,70.0,0.477,0.917,2,-3.399,1,0.0814,0.0139,0.0,0.0756,0.267,160.021,2
1901,3FM33HqRlV7J1QJoPOnd2u,alt-rock,Phoenix,69.0,0.591,0.831,0,-5.647,1,0.0415,0.0605,4.67e-05,0.19,0.705,144.084,1
Greek Tragedy - Oliver Nelson TikTok Remix,64rqvMhAPLLEag310IG3z9,alt-rock,The Wombats,73.0,0.736,0.764,8,-6.736,0,0.0482,0.222,0.00154,0.192,0.404,112.033,3
Wasteland,3pO37BXsjMC2wApALxGbuB,alt-rock,10 Years,68.0,0.409,0.783,6,-5.083,0,0.0731,0.000422,0.000354,0.0664,0.313,145.541,2
Undone - The Sweater Song,5WhtlIoxoZrMmuaWWEQhwV,alt-rock,Weezer,71.0,0.457,0.618,6,-6.682,1,0.0296,0.00114,0.00257,0.0679,0.579,80.184,1
Harness Your Hopes - B-side,4vsoWZcvtvSsE0OiVvDDvX,alt-rock,Pavement,72.0,0.604,0.573,2,-7.804,1,0.037,0.289,0.0406,0.133,0.581,107.862,1
Baby Came Home 2 / Valentines,40gvh6jP5qxMJuMmF9lG9A,alt-rock,The Neighbourhood,72.0,0.21,0.499,2,-9.754,0,0.0485,0.0687,0.00315,0.773,0.108,74.094,2
Bad Girlfriend,5m7on0zpnmeAXy72ANrmfU,alt-rock,Theory of a Deadman,68.0,0.504,0.957,0,-2.657,1,0.0529,0.00298,0.0,0.187,0.676,135.013,2
Legend,3SWqGa1J0M7hSBUDM0KePD,alt-rock,The Score,75.0,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-05,0.0727,0.462,82.001,1
Everything Black,3UEnF6y5tyHVtMzldS3svp,alt-rock,Unlike Pluto,77.0,0.62,0.864,5,-4.334,0,0.114,0.0323,0.0,0.117,0.395,98.059,3
Little Drummer Boy,6MtecozqUbilB5qbVARrUH,alt-rock,for KING & COUNTRY,75.0,0.564,0.563,2,-7.976,1,0.0259,0.00379,0.0358,0.0763,0.113,104.031,1
Someday,7hm4HTk9encxT0LYC0J6oI,alt-rock,The Strokes,67.0,0.539,0.521,9,-7.46,1,0.0299,0.00425,0.0,0.367,0.679,106.035,1
Snakes (from the series Arcane League of Legends),7AEvaz0EOmlqN27o6zpt3k,alt-rock,PVRIS,76.0,0.421,0.842,1,-6.238,0,0.238,0.000397,0.00125,0.379,0.366,157.877,2
Living Dead Girl,10V8XpuyMoEcSMfM79WDET,alt-rock,Rob Zombie,70.0,0.518,0.948,6,-5.58,0,0.0683,0.00504,0.104,0.228,0.55,103.025,3
Flagpole Sitta,7cz70nyRXlCJOE85whEkgU,alt-rock,Harvey Danger,66.0,0.361,0.901,4,-4.133,0,0.0443,0.00152,0.000263,0.286,0.482,144.97,2
My Type,2Iq6HhIquO7JKr0KfTNLzU,alt-rock,Saint Motel,71.0,0.595,0.896,10,-2.951,1,0.047,0.0641,5.82e-05,0.0748,0.567,118.001,1
Time to Pretend,4iG2gAwKXsOcijVaVXzRPW,alt-rock,MGMT,74.0,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,2
All My Life,6tsojOQ5wHaIjKqIryLZK6,alt-rock,Foo Fighters,74.0,0.577,0.604,5,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719,2
I Hate Everything About You,6rUp7v3l8yC4TKxAAR5Bmx,alt-rock,Three Days Grace,74.0,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,3
Somebody Told Me,6PwjJ58I4t7Mae9xfZ9l9v,alt-rock,The Killers,77.0,0.497,0.97,10,-4.851,0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,3
Animals,3rjM7GhxdVq1YySsHBs21i,alt-rock,Nickelback,67.0,0.572,0.961,7,-3.089,1,0.0625,0.000734,0.021,0.207,0.818,76.998,1
Thunder Kiss '65,4tvBoSWeIW0bjhKNre5mod,alt-rock,White Zombie,70.0,0.684,0.851,9,-9.792,1,0.0407,0.000613,0.0029,0.535,0.512,112.662,1
Father Of Mine,2hx4ptqsE8dboLH3NCLmaN,alt-rock,Everclear,68.0,0.568,0.94,1,-5.401,1,0.0411,0.000431,4.96e-05,0.0779,0.738,97.096,1
Schism,55mJleti2WfWEFNFcBduhc,alt-rock,TOOL,71.0,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,3
Playground (from the series Arcane League of Legends),5f2zZawBtGBEw24ABweErz,alt-rock,Bea Miller,79.0,0.514,0.703,8,-6.859,1,0.0298,0.0107,7.62e-05,0.13,0.356,157.399,2
Scars,1UREw2MCfU0xwBzCAjxlUD,alt-rock,Papa Roach,69.0,0.384,0.921,11,-3.334,1,0.055,0.0948,0.0,0.168,0.471,89.922,2
Slide,0nnwn7LWHCAu09jfuH1xTA,alt-rock,The Goo Goo Dolls,72.0,0.395,0.843,8,-4.476,1,0.0374,0.00483,0.0,0.0404,0.481,112.423,2
Pardon Me,1Y13csEpu3TK5gQdzGLrd8,alt-rock,Incubus,70.0,0.579,0.812,1,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,3
Lightning Crashes,48iWbsOaBUAGzMdoSmqyg1,alt-rock,Live,71.0,0.385,0.433,11,-9.256,1,0.0435,0.241,7.07e-06,0.11,0.427,89.974,4
Beachboy,70uQzsAyJ1vmloywhrO0ss,alt-rock,McCafferty,70.0,0.431,0.962,4,-7.216,1,0.182,0.0413,0.000211,0.124,0.75,179.683,2
Aerials,4e9eGQYsOiBcftrWXwsVco,alt-rock,System Of A Down,76.0,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,3
Don't Speak,6urCAbunOQI4bLhmGpX7iS,alt-rock,No Doubt,71.0,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,3
Falling Away from Me,2F6FfZ4w8z3eJpSxPotVO5,alt-rock,Korn,74.0,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,2
still feel.,48XkVAagIoQHCsOlJtXUd5,alt-rock,half•alive,71.0,0.779,0.516,10,-6.467,0,0.0521,0.148,0.0,0.0492,0.715,120.026,3
Sweetness,429IbFR4yp2J81CeTwF5iY,alt-rock,Jimmy Eat World,70.0,0.487,0.898,5,-4.436,1,0.038,0.00305,0.0,0.26,0.597,135.331,2
Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,alt-rock,Passion Pit,71.0,0.566,0.755,11,-5.526,1,0.0368,0.0338,0.0,0.315,0.445,101.006,1
When I'm Gone,3WbphvawbMZ8FyqDxYGdSQ,alt-rock,3 Doors Down,71.0,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,2
Could Have Been Me,3IyCL4Em1GOpNGDf451Hg1,alt-rock,The Struts,70.0,0.541,0.907,4,-4.512,1,0.0642,0.0158,0.000185,0.34,0.434,80.029,1
Possum Kingdom,56SkdBKyR2zOkjk6wVFI9s,alt-rock,Toadies,66.0,0.643,0.726,9,-9.314,1,0.0255,0.000772,0.00969,0.07,0.925,100.687,1
Higher,1ZozJfi8u9cO2Ob8KwiwNT,alt-rock,Creed,72.0,0.459,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,2
Never Too Late,3HE50TVRquwXe9yv2HFoNL,alt-rock,Three Days Grace,71.0,0.433,0.778,2,-4.68,0,0.0371,0.00838,0.0,0.163,0.217,149.864,2
Cry Baby,0EfsDEYaSjGYd66Pr881nq,alt-rock,The Neighbourhood,75.0,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,3
Inside Out,7qCZgvV98j6RjUULW1s1it,alt-rock,Spoon,66.0,0.621,0.62,0,-4.721,1,0.0293,0.459,0.162,0.0771,0.515,176.016,1
She Talks To Angels,5NK8jad728pj6YeqM5VJD4,alt-rock,The Black Crowes,70.0,0.584,0.521,4,-5.782,1,0.0295,0.06,7.56e-05,0.22,0.317,160.058,2
Copperhead Road,0VU5k3vCrpqDgUygMjiFYj,alt-rock,Steve Earle,69.0,0.372,0.588,7,-15.493,1,0.0411,0.0213,0.000103,0.0525,0.706,162.874,2
Lump,2JdzB67NvIa90K4gEZPLeX,alt-rock,The Presidents Of The United States Of America,70.0,0.499,0.873,6,-3.902,1,0.0386,0.00468,0.0,0.165,0.864,142.726,1
Fell In Love With a Girl,21Qsj3cMVCx2xF2EVVNbEu,alt-rock,The White Stripes,73.0,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,2
Jumper - 1998 Edit,3354J49VpkbZJho7Ztdzpw,alt-rock,Third Eye Blind,69.0,0.599,0.543,0,-9.226,1,0.0302,0.0129,0.00204,0.291,0.624,91.105,1
Walk,7fcfNW0XxTWlwVlftzfDOR,alt-rock,Pantera,75.0,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,3
Hanging By A Moment,0wqOReZDnrefefEsrIGeR4,alt-rock,Lifehouse,68.0,0.541,0.864,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,1
Wish You Were Here,6KtLECDztnah63TNmV4Plw,alt-rock,Incubus,71.0,0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,2
"Call It Fate, Call It Karma",3Y4rUyw7XBCK6hGHCOt6rp,alt-rock,The Strokes,72.0,0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,5
Far Behind,3mhOmh4tRKsMfnRmgZfeBm,alt-rock,Candlebox,69.0,0.552,0.645,7,-6.595,1,0.0268,0.00187,1.38e-06,0.0424,0.588,89.518,1
HandClap,4qRaZYiaOsSvWC7VgcxrI0,alt-rock,Fitz and The Tantrums,67.0,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,1
Burn It to the Ground,1jq28NGw6wdtFKx8MBPy6C,alt-rock,Nickelback,73.0,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,2
Courtesy Call,0AOmbw8AwDnwXhHC3OhdVB,alt-rock,Thousand Foot Krutch,75.0,0.531,0.638,11,-5.145,0,0.0809,0.00409,0.0,0.0822,0.445,164.079,3
Two Weeks,0iTpQYzJnYgh7kIxyq8A2O,alt-rock,Grizzly Bear,74.0,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,1
"Country Boy (feat. Charlie Daniels, Chris Young, & George Jones)",5TzoqLAFczwhUMrjNlWITI,alt-rock,Aaron Lewis,69.0,0.595,0.667,6,-6.442,1,0.034,0.296,0.0,0.109,0.275,121.943,1
Just A Girl,5lWRaa0fBxDE5yU91npPq7,alt-rock,No Doubt,67.0,0.638,0.906,2,-4.824,1,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,1
"Oh Holy Night - Recorded at Metropolis Studios, London",0yS8P7DFNEBYQ5yHadM5z0,alt-rock,Nina Nesbitt,75.0,0.324,0.197,8,-10.191,1,0.0337,0.801,0.0,0.115,0.338,178.893,4
Sober,6DyywdbmTzlmXBzG9ym7Rt,alt-rock,TOOL,69.0,0.385,0.673,2,-8.182,1,0.0329,0.000183,0.149,0.0721,0.187,149.271,2
Somebody Told Me,7HGTkn2aX7MNdKs7nV2xBt,alt-rock,The Killers,68.0,0.509,0.987,10,-3.198,0,0.0886,8.05e-05,0.000928,0.119,0.647,138.039,3
feel something,7JDWhC422Gtk1Bq0mL3OTC,alt-rock,Bea Miller,76.0,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,4
Give It Away,0uppYCG86ajpV2hSR3dJJ0,alt-rock,Red Hot Chili Peppers,75.0,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,1
Joker And The Thief,7ISL3LO8AWP3fKIXunvqTa,alt-rock,Wolfmother,68.0,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,2
Hunger Strike,0W7AbEauB7cP4pidLclApe,alt-rock,Temple Of The Dog,70.0,0.373,0.567,7,-10.835,1,0.032,0.0236,3.47e-06,0.0916,0.298,137.789,2
Wires,5v8aEcHcaJIGYpfVVPtJjI,alt-rock,The Neighbourhood,74.0,0.568,0.569,7,-6.013,0,0.0329,0.0004,0.102,0.342,0.266,72.991,3
Advice,2XwcKJW9Q0gaDIZzg0dKQt,alt-rock,Alex G,67.0,0.356,0.611,10,-5.71,1,0.0289,0.000183,0.867,0.127,0.272,170.073,5
Buttercup,6iCJCZqDJjmBxt07Oid6FI,alt-rock,Hippo Campus,67.0,0.623,0.763,9,-4.412,1,0.0719,0.199,6.52e-06,0.126,0.199,108.871,1
Fight For Your Right,5NLuC70kZQv8q34QyQa1DP,alt-rock,Beastie Boys,72.0,0.503,0.858,8,-6.296,1,0.0657,0.00757,0.00234,0.0803,0.419,133.615,2
Glycerine,7wpYSigAhQeZp3cdsMQ3Af,alt-rock,Bush,66.0,0.437,0.337,5,-11.439,1,0.0326,0.0371,0.000946,0.0981,0.0784,114.239,4
Happy?,0INUE1K7cEiE8VH63Rv5RJ,alt-rock,Mudvayne,71.0,0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,3
Broken,507bYMYfbm6sUS9iEAaeSd,alt-rock,Seether,71.0,0.448,0.61,3,-2.695,0,0.0342,0.0102,0.000491,0.135,0.214,123.762,3
Karma Police,63OQupATfueTdZMWTxW03A,alt-rock,Radiohead,76.0,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,1
Run-Around,500Tkm3vJmVtdUwdCVxCTb,alt-rock,Blues Traveler,68.0,0.629,0.867,7,-7.307,1,0.0603,0.0865,0.0,0.126,0.876,151.695,1
Psycho,3e2KBwxibC1rq4bA5TNKW2,alt-rock,Puddle Of Mudd,67.0,0.573,0.897,1,-3.549,1,0.0553,0.00473,0.0,0.278,0.463,126.034,2
When You Sleep,3HfEgAaf0koxBpBB8NvGda,alt-rock,my bloody valentine,67.0,0.4,0.82,11,-12.281,1,0.0466,0.000295,0.79,0.236,0.135,128.894,5
Mind Over Matter,5Az8KU81g2aLBbJN67F2CI,alt-rock,Young the Giant,70.0,0.466,0.763,0,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914,2
People I Don't Like,5srKMwXoeyrRnyTnNbpgIW,alt-rock,UPSAHL,73.0,0.747,0.573,11,-6.562,0,0.295,0.268,0.0,0.302,0.551,90.036,0
The Distance,0xMEF2WiqKWTIG7Krjungw,alt-rock,CAKE,68.0,0.463,0.749,11,-8.118,0,0.0891,0.00796,0.00219,0.0558,0.888,183.048,3
Sweet Talk,6kcHg7XL6SKyPNd78daRBL,alt-rock,Saint Motel,69.0,0.67,0.843,1,-4.311,1,0.0454,0.0392,0.0,0.225,0.713,117.01,1
Shimmer,74KI6d8jEM2zwOAo3luayU,alt-rock,Fuel,65.0,0.48,0.795,4,-6.408,0,0.0421,0.00236,0.0,0.189,0.432,114.674,3
Mind Over Matter (Reprise),77KnJc8o5G1eKVwX5ywMeZ,alt-rock,Young the Giant,75.0,0.393,0.487,0,-6.348,1,0.0337,0.229,0.0,0.128,0.3,151.958,2
Howlin' for You,0grFc6klR3hxoHLcgCYsF4,alt-rock,The Black Keys,67.0,0.705,0.735,11,-6.646,1,0.0931,0.028,0.0783,0.112,0.448,132.627,1
The Pot,1lATXTBJDHwawvT1UfxWu3,alt-rock,TOOL,70.0,0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,2
About A Girl,55yvzYuvJYG2RUEnMK78tr,alt-rock,Nirvana,74.0,0.409,0.932,11,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,3
Devil's Advocate,4XfI7M5gLwEY84gYiH4RDD,alt-rock,The Neighbourhood,71.0,0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004,3
I Miss Having Sex But At Least I Don't Wanna Die Anymore,2Rmw7J0krEU75ffhkaK93D,alt-rock,Waterparks,71.0,0.582,0.81,5,-4.104,0,0.106,0.0763,0.0,0.351,0.874,73.954,3
All Apologies,1Ic9pKxGSJGM0LKeqf6lGe,alt-rock,Nirvana,71.0,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,1
Through Glass,5NeIONQWJ25uPylJBJiO4c,alt-rock,Stone Sour,73.0,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,3
Hang Me Up To Dry,3IXRdLsQib8m0hBbQpe7T8,alt-rock,Cold War Kids,65.0,0.509,0.922,9,-2.823,0,0.031,0.0219,0.00117,0.496,0.645,92.5,3
Cherub Rock - Remastered 2011,3ow0TQVttXQF8rLckmXgRx,alt-rock,The Smashing Pumpkins,65.0,0.382,0.867,9,-7.426,1,0.0399,5.91e-06,0.581,0.196,0.453,87.309,5
No One Knows,6NvRxjfYkkT2SpirAlmsjH,alt-rock,Queens of the Stone Age,66.0,0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,2
Televised,35Ki1lvKPC2sFBD3GmKdRG,alt-rock,HUNNY,69.0,0.591,0.746,8,-7.762,1,0.0444,0.000729,0.0,0.127,0.432,107.965,1
Forty Six & 2,6AioOohg4bQZFA4jIYQQ2r,alt-rock,TOOL,69.0,0.375,0.682,0,-6.898,0,0.0364,0.00152,0.598,0.0897,0.396,159.23,5
"Hey Man, Nice Shot - Remastered Version",1IyHPt3b6BrhdMwNyk0VM0,alt-rock,Filter,68.0,0.48,0.588,2,-10.773,1,0.0339,0.00213,0.712,0.319,0.305,177.018,5
Undead,5wBLDkxVvclanSitx5jq8e,alt-rock,Hollywood Undead,67.0,0.512,0.943,2,-5.185,0,0.106,0.0138,0.0,0.261,0.485,163.128,2
Sweet Disposition,5RoIXwyTCdyUjpMMkk4uPd,alt-rock,The Temper Trap,65.0,0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139,2
Why,1xLs8Mu1QEVbGCpyHQ2r2U,alt-rock,Dominic Fike,69.0,0.684,0.856,6,-2.676,1,0.0411,0.342,0.00728,0.109,0.343,117.027,1
Love It If We Made It,6WmIyn2fx1PKQ0XDpYj4VR,alt-rock,The 1975,71.0,0.472,0.745,4,-5.297,1,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,2
Daylight,57i3M29DWoo7RDk0Tf0LZG,alt-rock,Matt and Kim,69.0,0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,1
Dumb,5gRcv46AMTrosmTOqrOV3Q,alt-rock,Nirvana,72.0,0.697,0.395,6,-13.58,1,0.0281,0.428,0.653,0.173,0.876,113.589,5
The Beautiful People,2aIB1CdRRG7YLBu9hNw9nR,alt-rock,Marilyn Manson,74.0,0.621,0.834,10,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973,3
creature,6tJkq3zUXlEjWluMW9Hdij,alt-rock,half•alive,69.0,0.477,0.523,11,-9.213,1,0.141,0.399,0.00044,0.369,0.501,113.196,1
High and Dry,2a1iMaoWQ5MnvLFBDv4qkf,alt-rock,Radiohead,75.0,0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,4
Sugar,31RTFPrB7wmYBhlkM2ILXG,alt-rock,System Of A Down,72.0,0.451,0.889,1,-2.693,1,0.261,0.00167,0.00215,0.258,0.586,131.073,0
Far Away,0ADZ5dmXhlfzjMw6lefoPl,alt-rock,Nickelback,73.0,0.518,0.797,6,-5.153,1,0.0309,0.000681,0.0,0.107,0.293,132.918,2
Lonely Boy,5G1sTBGbZT5o4PNRc75RKI,alt-rock,The Black Keys,75.0,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,2
Twisted,4TQcARE7Fd58akNhr3N7AE,alt-rock,MISSIO,71.0,0.577,0.789,2,-4.661,1,0.0427,0.00532,0.0105,0.214,0.149,97.52,1
Ace of Spades,6EPRKhUOdiFSQwGBRBbvsZ,alt-rock,Motörhead,76.0,0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,2
Awake and Alive,0nkzd3yNniB767zSDDdLZ3,alt-rock,Skillet,70.0,0.434,0.939,4,-2.983,0,0.0593,0.0425,0.0,0.491,0.569,159.932,2
S.L.U.T.,6h3lMAmmpQDFqoHk9F99IR,alt-rock,Bea Miller,73.0,0.722,0.773,5,-4.378,0,0.0792,0.0598,0.0,0.179,0.724,94.997,3
Fallen Star,60F6pgM6H6miNr5AmjxwjL,alt-rock,The Neighbourhood,72.0,0.603,0.551,10,-6.259,0,0.0304,0.0696,0.0976,0.192,0.439,75.001,3
Dancing in the Moonlight,3Fzlg5r1IjhLk2qRw667od,alt-rock,Toploader,78.0,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,1
No Surprises,10nyNJ6zNy2YVYLrcwLccB,alt-rock,Radiohead,76.0,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4
Sleepyhead,4prEPl61C8qZpeo3IkYSMl,alt-rock,Passion Pit,68.0,0.568,0.719,8,-5.406,1,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,1
Them Bones,4A065x9kJt955eGVqf813g,alt-rock,Alice In Chains,69.0,0.159,0.946,9,-5.756,1,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,2
Devuélveme a mi chica,1Wrzhfa5bNlqvsnCztz190,alt-rock,Hombres G,79.0,0.603,0.843,9,-7.597,0,0.0557,0.0031,0.0337,0.445,0.503,172.676,3
Wolf Like Me,03wKMRNYVvw6s9nm4I4jUS,alt-rock,TV On The Radio,65.0,0.363,0.787,7,-5.071,1,0.0429,0.00176,0.00445,0.531,0.202,175.919,2
Pain,5PZ2cqh9Yem2g6cTSOLllz,alt-rock,Three Days Grace,69.0,0.416,0.741,7,-4.001,1,0.0335,0.00804,0.0,0.273,0.286,160.515,2
Maps,0hDQV9X1Da5JrwhK8gu86p,alt-rock,Yeah Yeah Yeahs,69.0,0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,2
Judith,5KDNFlHAdDJ84fhK27c35X,alt-rock,A Perfect Circle,69.0,0.366,0.894,11,-4.682,0,0.0568,3.45e-05,0.17,0.267,0.304,82.305,3
Show Me How to Live,1Qdnvn4XlmZANCVy3XjrQo,alt-rock,Audioslave,71.0,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,2
One Last Breath,42T2QQv3xgBlpQxaSP7lnK,alt-rock,Creed,72.0,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,2
It's Not Living (If It's Not With You),3TgMcrV32NUKjEG2ujn9eh,alt-rock,The 1975,73.0,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,1
Here It Goes Again,1pHP4JeQV9wDx87D6qH9hD,alt-rock,OK Go,69.0,0.537,0.882,0,-2.306,1,0.0403,0.000342,9.06e-05,0.12,0.81,145.729,1
Hook,27IRo2rYeizhRMDaNVplNM,alt-rock,Blues Traveler,66.0,0.562,0.742,9,-6.355,1,0.0346,0.0369,1.47e-06,0.102,0.793,165.6,1
With Arms Wide Open,0eKyHwckh9vQb8ncZ2DXCs,alt-rock,Creed,67.0,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,2
By the Way,1f2V8U1BiWaC9aJWmpOARe,alt-rock,Red Hot Chili Peppers,76.0,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,2
Fvck Somebody,1GU6oaDhWaypMzfP51BYKo,alt-rock,The Wrecks,65.0,0.574,0.624,6,-4.239,0,0.039,0.0233,0.0,0.504,0.555,142.09,3
Cherry Flavoured,40iocOzytrqaRn5RbGPDNp,alt-rock,The Neighbourhood,70.0,0.617,0.574,6,-9.768,1,0.0276,0.23,0.0105,0.0983,0.396,91.769,1
I Can Only Imagine,1G5S1rEr4L57ftizRHcYDP,alt-rock,MercyMe,67.0,0.42,0.612,4,-5.359,1,0.048,0.0917,0.0,0.0914,0.135,159.685,2
Cumbersome,6u1yKoh00WaoSpNp46RzKF,alt-rock,Seven Mary Three,66.0,0.543,0.79,11,-5.932,1,0.0358,0.00811,0.0,0.238,0.339,80.923,1
Jane Says,7c1Dar0pIAW7w5TzaGjt9t,alt-rock,Jane's Addiction,67.0,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,1
Got the Life,6nJPHXRpKYv2yqtalEjKy5,alt-rock,Korn,71.0,0.501,0.905,11,-5.721,0,0.0518,1.88e-05,0.765,0.383,0.584,123.277,5
911,23KVefoON2iEz1dh940quQ,alt-rock,Ellise,73.0,0.765,0.53,10,-7.18,0,0.0833,0.509,4.15e-06,0.117,0.529,130.104,3
No Sleep Till Brooklyn,5qxChyzKLEyoPJ5qGrdurN,alt-rock,Beastie Boys,70.0,0.712,0.691,8,-8.157,1,0.128,0.122,0.0,0.0538,0.742,97.022,1
